AIMSflightid;AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;AIMSdate;AMOSscheduledoutofservice;AMOSunscheduledoutofservice
150414-TZL-DRS-9969-XY-YAZ;XY-YAZ;0;0;0;0;1;15-04-2014;431.3;0.0
150414-TZL-MMX-2648-XY-FBA;XY-FBA;3;1;1;41;0;15-04-2014;24.0;0.0
150415-BFS-FLR-9158-XY-ZMF;XY-ZMF;0;0;0;0;1;15-04-2015;0.0;0.47
150415-CDG-GLA-2823-XY-IWX;XY-IWX;1;1;1;34;0;15-04-2015;0.0;1041.25
150415-EDI-IST-4464-XY-MBJ;XY-MBJ;0;0;0;0;1;16-04-2015;0.0;0.47
150415-FLR-TPS-4577-XY-PZC;XY-PZC;2;1;1;37;0;15-04-2015;0.0;0.47
150415-FRA-PUY-7446-XY-NHZ;XY-NHZ;2;1;1;16;0;15-04-2015;10.12;0.0
150415-LYS-FRA-4153-XY-ZWJ;XY-ZWJ;0;0;0;0;1;15-04-2015;24.0;0.0
150415-OTP-LBA-3191-XY-ZWJ;XY-ZWJ;2;1;1;40;0;15-04-2015;24.0;0.0
150415-SOU-JER-5765-XY-MBJ;XY-MBJ;0;0;0;0;1;15-04-2015;0.0;10.81
150415-TGD-BEG-9245-XY-LQZ;XY-LQZ;0;0;0;0;1;15-04-2015;0.0;0.47
150415-TZX-KRK-3982-XY-YTM;XY-YTM;0;0;0;0;1;15-04-2015;24.0;0.0
150415-ZAZ-NAP-3331-XY-ZMF;XY-ZMF;1;1;1;8;0;15-04-2015;0.0;0.47
150416-ABZ-MAN-8786-XY-IOO;XY-IOO;0;0;0;0;1;15-04-2016;0.0;0.47
150416-BDS-LPA-1787-XY-PZC;XY-PZC;2;1;1;22;0;15-04-2016;0.0;395.83
150416-BIA-LHR-4217-XY-FBA;XY-FBA;0;0;0;0;1;16-04-2016;0.0;1112.23
150416-BIO-AER-2112-XY-YTM;XY-YTM;2;1;1;16;0;15-04-2016;24.0;0.0
150416-CIY-LEI-8342-XY-LQZ;XY-LQZ;0;1;1;30;0;15-04-2016;0.0;0.47
150416-JER-OLB-3666-XY-FBA;XY-FBA;0;0;0;0;1;15-04-2016;19.18;0.0
150416-KRK-CHQ-8144-XY-MBJ;XY-MBJ;2;1;1;48;0;15-04-2016;636.3;0.0
150416-KTW-PSA-1863-XY-OHF;XY-OHF;1;1;1;30;0;16-04-2016;0.0;0.47
150416-KUN-TSE-6747-XY-ZMF;XY-ZMF;3;1;1;23;0;15-04-2016;24.0;0.0
150416-LCA-TZX-3895-XY-LQZ;XY-LQZ;0;0;0;0;1;15-04-2016;0.0;0.47
150416-LUG-ARN-8663-XY-FBA;XY-FBA;0;1;1;43;0;15-04-2016;19.18;0.0
150416-MAH-AER-6697-XY-OFW;XY-OFW;0;0;0;0;1;15-04-2016;0.0;0.47
150416-MAN-OPO-6419-XY-OFW;XY-OFW;0;1;1;42;0;15-04-2016;0.0;0.47
150416-MMX-BLQ-1471-XY-NMY;XY-NMY;0;0;0;0;1;15-04-2016;0.0;0.47
150416-MPL-KBP-6286-XY-LYP;XY-LYP;1;1;1;16;0;15-04-2016;0.0;548.88
150416-NOC-KSC-8512-XY-MBJ;XY-MBJ;0;0;0;0;1;15-04-2016;636.3;0.0
150416-OTP-BJV-6371-XY-MBJ;XY-MBJ;2;1;1;39;0;15-04-2016;636.3;0.0
150416-SVO-BEG-2213-XY-IOO;XY-IOO;2;1;1;39;0;15-04-2016;0.0;0.47
150416-TIV-DUS-1647-XY-ZMF;XY-ZMF;2;1;1;23;0;15-04-2016;24.0;0.0
150416-ZAD-MXP-5329-XY-NHZ;XY-NHZ;1;1;1;34;0;15-04-2016;718.63;0.0
150510-ANR-TOS-3881-XY-JXR;XY-JXR;1;1;1;47;0;15-05-2010;0.0;0.47
150510-ATH-OUL-5989-XY-ZMF;XY-ZMF;1;1;1;20;0;15-05-2010;0.0;1313.2
150510-BRE-KRK-6252-XY-LYP;XY-LYP;1;1;1;19;0;16-05-2010;0.0;10.81
150510-CRL-GLA-6645-XY-OFW;XY-OFW;0;0;0;0;1;15-05-2010;0.0;10.81
150510-CWL-SVG-7472-XY-FBA;XY-FBA;1;1;1;29;0;15-05-2010;0.0;0.47
150510-FAE-IST-6213-XY-ZWJ;XY-ZWJ;0;0;0;0;1;15-05-2010;0.0;10.81
150510-KIR-CDG-7965-XY-MBJ;XY-MBJ;0;0;0;0;1;15-05-2010;0.0;10.81
150510-MAH-LUG-1937-XY-IWX;XY-IWX;0;0;0;0;1;15-05-2010;0.0;0.47
150510-ORK-FSC-9617-XY-LYP;XY-LYP;1;1;1;27;0;15-05-2010;0.0;0.47
150510-PDL-SKP-8265-XY-ALV;XY-ALV;0;1;1;19;0;15-05-2010;0.0;825.87
150510-PSA-VST-2187-XY-YTM;XY-YTM;1;1;1;42;0;15-05-2010;0.0;0.47
150510-RHO-TOS-8358-XY-OZH;XY-OZH;0;1;1;27;0;15-05-2010;24.0;0.0
150510-VIE-CAG-3588-XY-IOO;XY-IOO;0;0;0;0;1;15-05-2010;20.42;0.0
150511-ARN-PMO-5734-XY-MBJ;XY-MBJ;0;0;0;0;1;15-05-2011;0.0;0.47
150511-BDS-PSA-5687-XY-LYP;XY-LYP;1;1;1;30;0;15-05-2011;0.0;573.03
150511-GYD-XRY-1812-XY-FBA;XY-FBA;0;0;0;0;1;15-05-2011;272.98;0.0
150511-IEV-VAA-7493-XY-JXR;XY-JXR;0;0;0;0;1;16-05-2011;0.0;10.81
150511-KGS-DBV-3546-XY-YAZ;XY-YAZ;2;1;1;32;0;16-05-2011;0.0;1204.48
150511-LIL-EGC-3982-XY-FBA;XY-FBA;2;1;1;33;0;15-05-2011;272.98;0.0
150511-MLA-CPH-4846-XY-LQZ;XY-LQZ;0;0;0;0;1;15-05-2011;0.0;659.22
150511-PAD-RHO-3363-XY-ZDY;XY-ZDY;0;0;0;0;1;15-05-2011;0.0;1016.82
150511-PSR-KEF-3685-XY-YTM;XY-YTM;0;0;0;0;1;15-05-2011;485.0;0.0
150511-PSR-TRN-4986-XY-YTM;XY-YTM;0;0;0;0;1;15-05-2011;485.0;0.0
150511-PUY-TMP-7865-XY-NHZ;XY-NHZ;4;1;1;34;0;15-05-2011;0.0;0.47
150511-RNS-OST-5553-XY-ZMF;XY-ZMF;3;1;1;26;0;15-05-2011;0.0;1054.25
150511-SXB-CLJ-9896-XY-IWX;XY-IWX;0;0;0;0;1;15-05-2011;0.0;1186.85
150512-CFU-FDH-6996-XY-LYP;XY-LYP;0;0;0;0;1;16-05-2012;15.35;0.0
150512-CWL-RMU-3749-XY-LYP;XY-LYP;0;0;0;0;1;15-05-2012;0.0;10.81
150512-FCO-GOT-3216-XY-IOO;XY-IOO;0;0;0;0;1;15-05-2012;24.0;0.0
150512-ORY-ALC-4862-XY-FBA;XY-FBA;0;0;0;0;1;15-05-2012;0.0;10.81
150512-RIX-BOJ-8226-XY-ALV;XY-ALV;2;1;1;17;0;15-05-2012;0.0;0.47
150512-SJJ-EMA-7752-XY-NMY;XY-NMY;0;0;0;0;1;15-05-2012;0.0;0.47
150512-SOU-SEN-3951-XY-JXR;XY-JXR;1;1;1;12;0;15-05-2012;0.0;1063.17
150512-WMI-SOU-9747-XY-ALV;XY-ALV;3;1;1;29;0;15-05-2012;0.0;0.47
150513-BHX-ODS-5288-XY-PZC;XY-PZC;3;1;1;19;0;16-05-2013;16.55;0.0
150513-BRS-ABZ-5573-XY-IWX;XY-IWX;0;0;0;0;1;15-05-2013;0.0;10.81
150513-CFU-KRS-1642-XY-YTM;XY-YTM;3;1;1;8;0;15-05-2013;0.0;10.81
150513-CHQ-TLL-8822-XY-CMJ;XY-CMJ;2;1;0;0;0;15-05-2013;287.15;0.0
150513-CPH-LIS-4987-XY-OZH;XY-OZH;0;0;0;0;1;15-05-2013;24.0;0.0
150513-CWL-VIE-7356-XY-CMJ;XY-CMJ;2;1;1;35;0;16-05-2013;606.32;0.0
150513-DLM-HER-1731-XY-JXR;XY-JXR;0;0;0;0;1;15-05-2013;0.0;10.81
150513-HAJ-DUS-9516-XY-NHZ;XY-NHZ;0;0;0;0;1;15-05-2013;254.92;0.0
150513-JTR-SXB-8675-XY-ALV;XY-ALV;0;0;0;0;1;15-05-2013;0.0;0.47
150513-MLA-ODS-4293-XY-OFW;XY-OFW;2;1;1;19;0;15-05-2013;21.18;0.0
150513-NYO-TOS-9659-XY-YAZ;XY-YAZ;2;1;1;7;0;15-05-2013;0.0;10.81
150513-ODS-FMM-5979-XY-NMY;XY-NMY;0;0;0;0;1;15-05-2013;18.73;0.0
150513-REU-SVO-5247-XY-NHZ;XY-NHZ;0;0;0;0;1;16-05-2013;41.18;0.0
150513-RHO-ADB-4663-XY-ALV;XY-ALV;0;0;0;0;1;15-05-2013;0.0;0.47
150513-TSE-FKB-3792-XY-PZC;XY-PZC;0;0;0;0;1;15-05-2013;0.0;1188.3
150513-WAW-BER-1846-XY-NHZ;XY-NHZ;2;1;1;39;0;15-05-2013;254.92;0.0
150513-WMI-TBS-7851-XY-FBA;XY-FBA;0;0;0;0;1;15-05-2013;24.0;0.0
150514-AHO-KUN-4532-XY-FBA;XY-FBA;0;0;0;0;1;15-05-2014;0.0;0.47
150514-AMS-BTS-6611-XY-JXR;XY-JXR;3;1;1;11;0;15-05-2014;0.0;10.81
150514-BRN-HAU-2233-XY-ZDY;XY-ZDY;2;1;1;30;0;15-05-2014;24.0;0.0
150514-CIY-ZAZ-6723-XY-MBJ;XY-MBJ;0;0;0;0;1;15-05-2014;0.0;0.47
150514-CWL-ZTH-8878-XY-LYP;XY-LYP;0;0;0;0;1;16-05-2014;24.0;0.0
150514-DLM-AGP-4276-XY-YAZ;XY-YAZ;0;0;0;0;1;15-05-2014;0.0;1023.58
150514-GYD-MLA-7497-XY-JXR;XY-JXR;4;1;1;47;0;16-05-2014;530.27;0.0
150514-HUY-IST-1575-XY-LYP;XY-LYP;2;1;1;38;0;15-05-2014;0.0;0.47
150514-KIR-SVX-5674-XY-YAZ;XY-YAZ;0;0;0;0;1;15-05-2014;0.0;1023.58
150514-KTW-TFS-2599-XY-IWX;XY-IWX;0;1;0;0;0;15-05-2014;0.0;10.81
150514-LED-BMA-8174-XY-ALV;XY-ALV;0;0;0;0;1;15-05-2014;0.0;2048.43
150514-LEI-KBP-3867-XY-NHZ;XY-NHZ;0;0;0;0;1;15-05-2014;0.0;10.81
150514-LGG-WAW-1686-XY-ALV;XY-ALV;2;1;1;26;0;15-05-2014;0.0;2048.43
150514-LPL-PUY-9338-XY-MBJ;XY-MBJ;3;1;1;38;0;16-05-2014;24.0;0.0
150514-RMU-SCQ-4927-XY-IWX;XY-IWX;0;0;0;0;1;16-05-2014;649.47;0.0
150514-STR-GRQ-4593-XY-ZWJ;XY-ZWJ;0;1;1;22;0;15-05-2014;9.17;0.0
150514-ZAG-HAM-6173-XY-ZWJ;XY-ZWJ;0;1;1;46;0;15-05-2014;9.17;0.0
150515-ARN-INI-6313-XY-ZDY;XY-ZDY;0;0;0;0;1;15-05-2015;0.0;1121.35
150515-BFS-TFN-2475-XY-ZDY;XY-ZDY;1;1;0;0;0;15-05-2015;0.0;1121.35
150515-BJV-WRO-2323-XY-YAZ;XY-YAZ;0;0;0;0;1;15-05-2015;558.13;0.0
150515-BOD-TLL-3356-XY-YTM;XY-YTM;3;1;1;36;0;15-05-2015;35.28;0.0
150515-CPH-BER-4257-XY-MBJ;XY-MBJ;0;1;1;39;0;15-05-2015;0.0;0.47
150515-DBV-SOU-1219-XY-ZDY;XY-ZDY;0;0;0;0;1;16-05-2015;24.0;0.0
150515-DEB-RTM-7837-XY-IOO;XY-IOO;0;0;0;0;1;15-05-2015;24.0;0.0
150515-DRS-TMP-2823-XY-PZC;XY-PZC;2;1;0;0;0;15-05-2015;0.0;1555.72
150515-DUB-CAG-9698-XY-IWX;XY-IWX;3;1;1;32;0;16-05-2015;24.0;0.0
150515-EGC-LUG-8548-XY-YTM;XY-YTM;0;0;0;0;1;16-05-2015;0.0;305.08
150515-LEJ-VAA-5789-XY-MBJ;XY-MBJ;2;1;1;47;0;15-05-2015;0.0;0.47
150515-PSA-VLC-6481-XY-OHF;XY-OHF;1;1;0;0;0;15-05-2015;24.0;0.0
150515-TIV-ACE-8411-XY-MBJ;XY-MBJ;0;0;0;0;1;15-05-2015;0.0;0.47
150515-TRN-HUY-1592-XY-CMJ;XY-CMJ;0;1;1;9;0;15-05-2015;0.0;1520.28
150516-BES-BIA-8912-XY-LYP;XY-LYP;0;0;0;0;1;15-05-2016;10.28;0.0
150516-BES-BSL-4227-XY-IOO;XY-IOO;2;1;0;0;0;15-05-2016;0.0;10.81
150516-BHX-BRQ-4596-XY-YAZ;XY-YAZ;0;0;0;0;1;15-05-2016;24.0;0.0
150516-DLM-BFS-2423-XY-LQZ;XY-LQZ;0;1;1;30;0;15-05-2016;0.0;0.47
150516-DSA-BOJ-1764-XY-CMJ;XY-CMJ;1;1;1;40;0;15-05-2016;0.0;58.67
150516-FRA-BUD-4419-XY-LYP;XY-LYP;0;0;0;0;1;15-05-2016;10.28;0.0
150516-FSC-VNO-7956-XY-NHZ;XY-NHZ;3;1;1;30;0;15-05-2016;106.78;0.0
150516-IEV-AJA-4661-XY-YTM;XY-YTM;1;1;1;37;0;15-05-2016;24.0;0.0
150516-KEF-SVO-8117-XY-IWX;XY-IWX;1;1;1;39;0;15-05-2016;0.0;10.81
150516-LCY-BLL-3293-XY-PZC;XY-PZC;3;1;1;7;0;15-05-2016;0.0;10.81
150516-OLB-BRI-5487-XY-NHZ;XY-NHZ;1;1;1;18;0;15-05-2016;106.78;0.0
150516-ORK-FAE-8547-XY-OFW;XY-OFW;0;0;0;0;1;15-05-2016;0.0;0.47
150516-OSL-KRK-9497-XY-CMJ;XY-CMJ;1;1;1;28;0;15-05-2016;0.0;58.67
150516-OTP-SCQ-2279-XY-FBA;XY-FBA;3;1;1;10;0;15-05-2016;0.0;193.23
150516-SDR-CIA-1793-XY-MBJ;XY-MBJ;0;0;0;0;1;15-05-2016;0.0;10.81
150516-ZAZ-TFS-9546-XY-YAZ;XY-YAZ;0;0;0;0;1;15-05-2016;24.0;0.0
150610-BES-AAL-6475-XY-ALV;XY-ALV;0;0;0;0;1;15-06-2010;0.0;0.47
150610-BIA-FDH-8654-XY-FBA;XY-FBA;2;1;1;20;0;15-06-2010;0.0;10.81
150610-CDG-FAO-8152-XY-ALV;XY-ALV;1;1;1;37;0;15-06-2010;0.0;0.47
150610-CDG-GRZ-9381-XY-YAZ;XY-YAZ;0;1;1;44;0;15-06-2010;24.0;0.0
150610-DEB-CFU-1183-XY-LYP;XY-LYP;0;0;0;0;1;15-06-2010;0.0;10.81
150610-GOT-LCY-2835-XY-NHZ;XY-NHZ;0;0;0;0;1;15-06-2010;0.0;938.57
150610-HAM-BHX-2331-XY-FBA;XY-FBA;0;0;0;0;1;15-06-2010;0.0;10.81
150610-KRK-RVN-3876-XY-JXR;XY-JXR;0;1;1;36;0;15-06-2010;0.0;10.81
150610-LIN-BRQ-2417-XY-IWX;XY-IWX;0;1;0;0;0;15-06-2010;445.17;0.0
150610-LTN-KEF-8812-XY-CMJ;XY-CMJ;0;0;0;0;1;15-06-2010;0.0;1388.25
150610-MMX-IST-2438-XY-JXR;XY-JXR;0;0;0;0;1;15-06-2010;0.0;10.81
150610-MSQ-ARN-5283-XY-FBA;XY-FBA;2;1;1;32;0;15-06-2010;0.0;10.81
150610-MXP-OVD-4712-XY-ZMF;XY-ZMF;0;0;0;0;1;15-06-2010;0.0;0.47
150610-MXP-PRN-6485-XY-ALV;XY-ALV;2;1;1;31;0;15-06-2010;0.0;0.47
150610-PEG-MXP-5542-XY-YAZ;XY-YAZ;0;0;0;0;1;15-06-2010;24.0;0.0
150610-PSR-BDS-1146-XY-NHZ;XY-NHZ;2;1;1;24;0;15-06-2010;0.0;938.57
150610-SEN-AHO-1961-XY-ALV;XY-ALV;0;0;0;0;1;15-06-2010;0.0;0.47
150610-SNN-PDL-1718-XY-YAZ;XY-YAZ;0;0;0;0;1;15-06-2010;24.0;0.0
150610-SVG-TMP-9961-XY-PZC;XY-PZC;3;1;1;29;0;15-06-2010;0.0;0.47
150610-TFN-DLM-4489-XY-YAZ;XY-YAZ;0;1;1;19;0;15-06-2010;24.0;0.0
150610-TGD-KSC-2562-XY-FBA;XY-FBA;0;0;0;0;1;15-06-2010;0.0;10.81
150610-TLL-IAS-3273-XY-IWX;XY-IWX;0;0;0;0;1;15-06-2010;445.17;0.0
150610-TZX-LPA-3292-XY-ALV;XY-ALV;0;0;0;0;1;15-06-2010;0.0;0.47
150610-VNO-MPL-7328-XY-ZDY;XY-ZDY;0;0;0;0;1;15-06-2010;0.0;0.47
150611-AMS-TRN-8846-XY-OHF;XY-OHF;0;0;0;0;1;15-06-2011;0.0;10.81
150611-BGY-FAE-3886-XY-OHF;XY-OHF;0;0;0;0;1;16-06-2011;0.0;10.81
150611-CDG-DRS-5547-XY-OHF;XY-OHF;0;0;0;0;1;15-06-2011;0.0;10.81
150611-CPH-ORK-4788-XY-OZH;XY-OZH;2;1;1;22;0;15-06-2011;0.0;10.81
150611-MMX-GYD-2811-XY-LYP;XY-LYP;1;1;1;15;0;15-06-2011;0.0;10.81
150611-NAP-ACE-5921-XY-YAZ;XY-YAZ;1;1;1;26;0;15-06-2011;0.0;0.47
150611-NCE-SVG-1683-XY-CMJ;XY-CMJ;0;0;0;0;1;15-06-2011;0.0;0.47
150611-OTP-BEG-6379-XY-IWX;XY-IWX;0;0;0;0;1;15-06-2011;0.0;1642.78
150611-PEG-GRQ-9314-XY-ZMF;XY-ZMF;2;1;1;31;0;15-06-2011;0.0;0.47
150611-SEN-AES-8636-XY-YAZ;XY-YAZ;0;1;1;27;0;15-06-2011;0.0;0.47
150611-SVG-SAW-7297-XY-CMJ;XY-CMJ;2;1;1;49;0;15-06-2011;0.0;0.47
150611-TIV-LUG-7284-XY-JXR;XY-JXR;0;0;0;0;1;15-06-2011;0.0;1408.9
150611-TLS-ORK-7865-XY-OFW;XY-OFW;0;0;0;0;1;15-06-2011;0.0;0.47
150611-VNO-TZL-3817-XY-PZC;XY-PZC;0;0;0;0;1;15-06-2011;0.0;1046.23
150611-WRO-AJA-1179-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2011;0.0;10.81
150611-ZTH-IST-9287-XY-ZWJ;XY-ZWJ;0;0;0;0;1;15-06-2011;24.0;0.0
150612-AAL-OSL-8889-XY-OZH;XY-OZH;1;1;1;27;0;16-06-2012;0.0;0.47
150612-ADA-GLA-3148-XY-YTM;XY-YTM;0;0;0;0;1;15-06-2012;0.0;1377.85
150612-AGP-PMI-6544-XY-IOO;XY-IOO;0;1;1;19;0;15-06-2012;0.0;10.81
150612-AYT-ZAG-4681-XY-ZDY;XY-ZDY;0;0;0;0;1;15-06-2012;281.37;0.0
150612-BGO-LNZ-4336-XY-YTM;XY-YTM;0;0;0;0;1;15-06-2012;0.0;1377.85
150612-BHD-AYT-9313-XY-ZMF;XY-ZMF;2;1;0;0;0;15-06-2012;24.0;0.0
150612-CTA-LED-3953-XY-ZWJ;XY-ZWJ;0;0;0;0;1;15-06-2012;24.0;0.0
150612-EXT-OVD-9612-XY-FBA;XY-FBA;2;1;0;0;0;15-06-2012;1.65;0.0
150612-GOA-PIK-6465-XY-ALV;XY-ALV;0;0;0;0;1;16-06-2012;16.37;0.0
150612-KUN-NRN-5328-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2012;0.0;10.81
150612-LCA-BFS-4778-XY-FBA;XY-FBA;0;1;1;47;0;15-06-2012;1.65;0.0
150612-LEJ-BRI-5234-XY-JXR;XY-JXR;0;1;1;14;0;15-06-2012;0.0;0.47
150612-LTN-BES-1989-XY-YTM;XY-YTM;0;0;0;0;1;15-06-2012;0.0;1377.85
150612-LYS-ANR-8891-XY-OFW;XY-OFW;0;0;0;0;1;15-06-2012;613.87;0.0
150612-MLA-OST-5876-XY-OZH;XY-OZH;0;0;0;0;1;16-06-2012;0.0;0.47
150612-MRS-LCA-1318-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2012;24.0;0.0
150612-ORY-SXF-2654-XY-YTM;XY-YTM;0;0;0;0;1;15-06-2012;0.0;1377.85
150612-PRN-INI-4168-XY-CMJ;XY-CMJ;1;1;1;37;0;15-06-2012;0.0;1483.1
150612-SJJ-OSL-2489-XY-ZWJ;XY-ZWJ;1;1;1;41;0;16-06-2012;7.62;0.0
150612-TLS-AYT-4186-XY-IWX;XY-IWX;0;0;0;0;1;15-06-2012;0.0;14.62
150612-VKO-SOU-1724-XY-OFW;XY-OFW;0;0;0;0;1;15-06-2012;613.87;0.0
150613-ACE-BHD-2323-XY-YTM;XY-YTM;1;1;1;28;0;15-06-2013;24.0;0.0
150613-BDS-LUX-5417-XY-NMY;XY-NMY;0;0;0;0;1;15-06-2013;9.55;0.0
150613-BDS-MLA-9921-XY-ZMF;XY-ZMF;3;1;0;0;0;15-06-2013;215.68;0.0
150613-BFS-CRL-1361-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2013;24.0;0.0
150613-BIA-DEB-8795-XY-PZC;XY-PZC;1;1;1;30;0;15-06-2013;15.58;0.0
150613-BMA-ALA-5163-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2013;672.03;0.0
150613-BSL-BHD-1728-XY-MBJ;XY-MBJ;2;1;1;40;0;15-06-2013;672.03;0.0
150613-CIY-BOD-6316-XY-OFW;XY-OFW;0;1;1;22;0;15-06-2013;24.0;0.0
150613-DBV-FUE-4214-XY-OHF;XY-OHF;0;0;0;0;1;15-06-2013;0.0;10.81
150613-EMA-ABZ-7948-XY-OHF;XY-OHF;0;0;0;0;1;15-06-2013;0.0;10.81
150613-FMO-STN-8941-XY-NMY;XY-NMY;3;1;1;24;0;15-06-2013;9.55;0.0
150613-GDN-JTR-8839-XY-NMY;XY-NMY;0;0;0;0;1;15-06-2013;9.55;0.0
150613-GRZ-KSC-1955-XY-LQZ;XY-LQZ;3;1;1;30;0;15-06-2013;0.0;10.81
150613-NYO-PFO-3712-XY-LQZ;XY-LQZ;1;1;1;33;0;15-06-2013;0.0;10.81
150613-RNS-EGC-5337-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2013;672.03;0.0
150613-SKP-LED-2293-XY-ZDY;XY-ZDY;0;0;0;0;1;15-06-2013;0.0;470.93
150613-TFS-AAL-1689-XY-IOO;XY-IOO;0;0;0;0;1;16-06-2013;492.43;0.0
150613-TRN-SKG-2197-XY-IWX;XY-IWX;0;0;0;0;1;15-06-2013;24.0;0.0
150613-TSF-EDI-2289-XY-YAZ;XY-YAZ;2;1;1;47;0;15-06-2013;0.0;0.47
150613-TSF-TIA-4624-XY-YAZ;XY-YAZ;0;1;1;32;0;15-06-2013;0.0;0.47
150613-VIE-EDI-9639-XY-NHZ;XY-NHZ;0;0;0;0;1;15-06-2013;0.0;10.81
150614-AAR-FKB-9928-XY-YTM;XY-YTM;3;1;1;37;0;15-06-2014;0.0;401.85
150614-ABZ-GDN-4865-XY-LYP;XY-LYP;0;0;0;0;1;16-06-2014;0.0;10.81
150614-ADB-ANR-5241-XY-OZH;XY-OZH;0;1;1;22;0;15-06-2014;0.0;10.81
150614-AES-ATH-2436-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2014;0.0;0.47
150614-EVN-BER-6688-XY-IWX;XY-IWX;4;1;1;47;0;15-06-2014;0.0;10.81
150614-EVN-LPA-4137-XY-OFW;XY-OFW;2;1;1;29;0;15-06-2014;0.0;0.47
150614-EXT-BER-8454-XY-ZWJ;XY-ZWJ;0;0;0;0;1;15-06-2014;0.0;555.42
150614-FAE-CIA-2337-XY-ZMF;XY-ZMF;0;1;1;14;0;16-06-2014;0.0;10.81
150614-FMO-BRE-2661-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2014;0.0;0.47
150614-LBA-TLN-6741-XY-PZC;XY-PZC;0;0;0;0;1;15-06-2014;0.0;0.47
150614-LCY-PSA-5619-XY-JXR;XY-JXR;0;1;1;11;0;15-06-2014;0.0;258.32
150614-LJU-LIN-6758-XY-YAZ;XY-YAZ;0;0;0;0;1;15-06-2014;0.0;0.47
150614-MMX-PEG-5933-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2014;0.0;10.81
150614-MRS-TFS-1252-XY-FBA;XY-FBA;0;0;0;0;1;15-06-2014;0.0;10.81
150614-NTE-PRG-7636-XY-NHZ;XY-NHZ;0;0;0;0;1;15-06-2014;0.0;10.81
150614-PDL-HEL-9916-XY-MBJ;XY-MBJ;2;1;1;7;0;15-06-2014;0.0;10.81
150614-POZ-PRN-4184-XY-OFW;XY-OFW;0;0;0;0;1;15-06-2014;0.0;0.47
150614-PSR-BJV-9417-XY-CMJ;XY-CMJ;1;1;1;38;0;15-06-2014;0.0;1031.4
150614-SPU-MPL-2224-XY-OZH;XY-OZH;0;1;0;0;0;15-06-2014;0.0;10.81
150614-SPU-MSQ-2344-XY-ZWJ;XY-ZWJ;3;1;1;45;0;15-06-2014;0.0;555.42
150614-TGD-SJJ-5634-XY-ZDY;XY-ZDY;0;0;0;0;1;15-06-2014;0.0;0.47
150614-TLS-BOJ-3715-XY-OHF;XY-OHF;1;1;0;0;0;15-06-2014;24.0;0.0
150614-ZAD-BOO-6585-XY-ZMF;XY-ZMF;0;0;0;0;1;15-06-2014;0.0;0.47
150614-ZAZ-FCO-9673-XY-JXR;XY-JXR;0;0;0;0;1;16-06-2014;0.0;0.47
150614-ZTH-SJJ-6431-XY-IWX;XY-IWX;0;1;1;10;0;15-06-2014;0.0;10.81
150615-ABZ-KRS-1921-XY-ZMF;XY-ZMF;0;0;0;0;1;15-06-2015;0.0;1450.35
150615-BOO-ABZ-9487-XY-CMJ;XY-CMJ;0;0;0;0;1;15-06-2015;0.0;0.47
150615-BRQ-BIO-8141-XY-CMJ;XY-CMJ;2;1;1;11;0;15-06-2015;0.0;0.47
150615-CTA-OPO-6647-XY-IOO;XY-IOO;0;0;0;0;1;15-06-2015;0.0;0.47
150615-DRS-MUC-7932-XY-ALV;XY-ALV;0;0;0;0;1;15-06-2015;0.0;0.47
150615-IBZ-FLR-4963-XY-PZC;XY-PZC;0;0;0;0;1;15-06-2015;0.0;10.81
150615-INI-CFU-9598-XY-LQZ;XY-LQZ;2;1;1;9;0;15-06-2015;0.0;10.81
150615-JER-BIQ-5277-XY-YTM;XY-YTM;0;0;0;0;1;15-06-2015;0.0;0.47
150615-KEF-DTM-7845-XY-ZDY;XY-ZDY;0;0;0;0;1;15-06-2015;0.0;0.47
150615-KGS-LUG-5699-XY-OZH;XY-OZH;0;0;0;0;1;15-06-2015;8.7;0.0
150615-LTN-ADB-8741-XY-OZH;XY-OZH;0;1;1;28;0;16-06-2015;0.0;0.47
150615-OST-TXL-3337-XY-MBJ;XY-MBJ;1;1;1;11;0;15-06-2015;0.0;605.12
150615-PUY-RNS-3145-XY-YAZ;XY-YAZ;2;1;1;36;0;15-06-2015;0.0;0.47
150615-RTM-DTM-3511-XY-ALV;XY-ALV;1;1;1;15;0;15-06-2015;0.0;0.47
150615-SKG-ACE-4572-XY-ZMF;XY-ZMF;0;0;0;0;1;15-06-2015;0.0;1450.35
150615-SUF-DLM-6119-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2015;0.0;605.12
150615-SVO-PIK-6255-XY-OFW;XY-OFW;0;0;0;0;1;15-06-2015;0.0;1817.1
150615-TIA-CRL-2248-XY-MBJ;XY-MBJ;0;0;0;0;1;15-06-2015;0.0;605.12
